E,F,G,H,I,J,K
264755,2,1,2,2,33,843643
154378,1,1,0,0,44,843644
250058,2,1,3,3,29,843645
254082,2,2,0,0,47,843646
168281,1,1,2,2,54,843647
83800,2,1,3,3,22,843648
62524,2,1,2,2,37,843649
143809,2,1,3,3,34,843650
264268,1,1,0,0,39,843651
168281,1,0,3,3,25,843652
23938,2,1,0,0,41,843653
360426,1,1,2,2,87,843654
87850,1,1,2,2,67,843655
31992,1,1,0,0,49,843656
270746,1,1,3,3,49,843657
263370,1,1,2,2,63,843658
129913,2,1,3,3,24,843659
299065,2,1,3,3,25,843660
433450,2,1,0,0,59,843661
61979,1,1,3,3,28,843662
183829,1,1,3,3,22,843663
14076,1,1,2,2,59,843664
47960,1,1,2,2,41,843665
129206,2,1,0,0,45,843666
236788,1,1,0,0,48,843667
452311,1,1,3,3,68,843668
452311,2,1,3,3,67,843669
180619,1,1,0,0,27,843670
236788,1,1,0,0,52,843671
172026,2,1,3,3,66,843672
62435,1,1,0,0,54,843673
189428,1,1,0,0,33,843674
361817,1,1,2,2,72,843675
252210,1,1,3,3,49,843676
171835,1,1,0,0,70,843677
383910,1,1,0,0,30,843678
27869,1,1,2,2,55,843679
104787,2,1,3,3,56,843680
176335,1,1,3,3,50,843681
451052,1,1,2,2,54,843682
71249,2,1,0,0,22,843683
15570,2,1,3,3,28,843684
319460,1,1,3,3,39,843685
356636,1,1,3,3,67,843686
356636,2,1,3,3,70,843687
329070,1,1,0,0,29,843688
189165,1,1,2,2,70,843689
62149,1,1,3,3,44,843690
329162,0,0,3,3,23,843691
226549,1,1,3,3,24,843692
434582,1,1,0,0,83,843693
356460,1,1,0,0,29,843694
182495,1,1,0,0,64,843695
296877,1,1,2,2,44,843696
238068,2,1,0,0,33,843697
315163,2,1,2,2,69,843698
226144,1,1,3,3,44,843699
411717,1,1,0,0,58,843700
273796,1,1,2,2,30,843701
464324,1,1,3,3,23,843702
50476,1,1,0,0,82,843703
154310,1,1,2,2,22,843704
315408,1,1,0,0,29,843705
381264,1,1,3,3,68,843706
236861,1,0,3,3,36,843707
382082,1,1,2,2,59,843708
248255,1,1,3,3,54,843709
423589,2,1,2,2,53,843710
369288,1,1,3,3,22,843711
317895,2,1,0,0,60,843712
156013,1,1,0,0,24,843713
125700,1,1,3,3,25,843714
312224,1,1,2,2,71,843715
109142,2,1,3,3,22,843716
40183,1,1,0,0,22,843717
157218,2,1,2,2,34,843718
273556,1,1,3,3,53,843719
437581,1,1,0,0,24,843720
172026,1,1,3,3,65,843721
269068,2,1,2,2,79,843722
288805,1,1,0,0,86,843723
135238,2,1,0,0,22,843724
278991,2,1,3,3,22,843725
252706,1,1,3,3,39,843726
457845,1,1,3,3,33,843727
80559,2,1,2,2,63,843728
378213,1,1,3,3,23,843729
345491,1,1,3,3,46,843730
312224,1,1,2,2,71,843731
80559,1,1,2,2,56,843732
64584,1,1,2,2,64,843733
180772,2,1,0,0,27,843734
297735,2,1,2,2,25,843735
62482,2,1,3,3,46,843736
94779,2,1,0,0,54,843737
265796,1,1,3,3,27,843738
347229,1,1,0,0,23,843739
442830,1,1,2,2,62,843740
347227,2,2,0,0,24,843741
129182,1,1,2,2,33,843742
381241,1,1,2,2,44,843743
364096,1,1,3,3,28,843744
386511,2,1,3,3,56,843745
46135,1,1,2,2,46,843746
386511,2,1,0,0,25,843747
299040,1,1,2,2,22,843748
68574,1,1,3,3,80,843749
115959,2,2,2,2,50,843750
15732,2,1,2,2,83,843751
239246,1,1,2,2,29,843752
246706,2,1,0,0,61,843753
168260,2,1,3,3,39,843754
239102,2,1,0,0,22,843755
273794,1,1,3,3,22,843756
57193,1,1,2,2,39,843757
80221,2,1,2,2,39,843758
120628,1,1,2,2,56,843759
93843,1,1,3,3,22,843760
211733,1,1,3,3,22,843761
67068,1,1,3,3,34,843762
7945,1,1,3,3,59,843763
154605,1,1,3,3,32,843764
15592,1,1,2,2,30,843765
152833,1,1,2,2,58,843766
45947,2,1,3,3,34,843767
381244,1,1,0,0,68,843768
442479,2,1,2,2,39,843769
204044,1,1,3,3,23,843770
461739,1,1,2,2,54,843771
322982,1,1,0,0,22,843772
339702,1,1,0,0,28,843773
146799,2,1,3,3,22,843774
61552,0,0,3,3,53,843775
432301,2,2,0,0,40,843776
301658,1,1,2,2,27,843777
144978,2,1,3,3,58,843778
241006,2,2,3,3,56,843779
275062,2,2,0,0,60,843780
352771,1,1,2,2,54,843781
261962,0,0,0,0,66,843782
216369,2,1,3,3,25,843783
339868,0,0,0,0,27,843784
156352,2,1,0,0,46,843785
218163,2,2,3,3,69,843786
204320,1,1,2,2,31,843787
434125,2,1,2,2,22,843788
395751,1,1,3,3,33,843789
162465,2,2,0,0,23,843790
88401,1,1,0,0,32,843791
70905,2,1,3,3,29,843792
250694,1,1,2,2,22,843793
160117,1,1,0,0,22,843794
381722,2,1,3,3,54,843795
363642,1,1,2,2,27,843796
70140,1,1,2,2,22,843797
58400,1,1,2,2,26,843798
29650,2,2,3,3,89,843799
403833,1,1,2,2,22,843800
238513,1,1,0,0,52,843801
46092,2,1,0,0,24,843802
420786,1,1,0,0,23,843803
172627,2,2,0,0,43,843804
250074,2,2,0,0,45,843805
241039,2,2,0,0,32,843806
86541,1,1,3,3,27,843807
6742,2,2,2,2,36,843808
238599,2,2,2,2,41,843809
153302,2,2,2,2,22,843810
22616,1,1,3,3,26,843811
251456,1,1,2,2,66,843812
7072,2,1,0,0,64,843813
284994,1,1,2,2,22,843814
347505,2,1,2,2,23,843815
443196,1,1,3,3,22,843816
157452,2,1,2,2,43,843817
43811,2,2,3,3,48,843818
110067,1,1,2,2,55,843819
386737,2,2,2,2,22,843820
348629,2,2,0,0,64,843821
112425,1,1,3,3,23,843822
121713,1,0,3,3,22,843823
153083,2,1,3,3,23,843824
139301,1,1,0,0,24,843825
432301,2,2,0,0,36,843826
244615,2,2,0,0,29,843827
85578,2,1,3,3,23,843828
330435,1,1,2,2,22,843829
321716,1,1,2,2,58,843830
28365,2,1,0,0,22,843831
310917,1,1,3,3,22,843832
48492,1,1,3,3,24,843833
26129,1,1,2,2,46,843834
209097,2,1,0,0,54,843835
329054,1,1,3,3,36,843836
237726,2,1,2,2,62,843837
22891,1,1,2,2,45,843838
329059,1,1,3,3,32,843839
186847,1,1,2,2,39,843840
66729,1,1,2,2,34,843841
66729,1,1,3,3,32,843842
376759,1,1,3,3,31,843843
86527,1,1,0,0,41,843844
329085,2,1,3,3,53,843845
94722,1,1,3,3,22,843846
334735,2,1,0,0,75,843847
169369,2,1,3,3,45,843848
296877,2,1,3,3,57,843849
151419,1,1,2,2,38,843850
62449,1,1,2,2,44,843851
164824,1,1,2,2,22,843852
55256,2,1,2,2,34,843853
54493,2,2,2,2,67,843854
54493,2,2,2,2,70,843855
292101,1,1,0,0,85,843856
384309,2,2,0,0,49,843857
195957,1,1,0,0,67,843858
290757,2,2,3,3,41,843859
61265,2,2,0,0,41,843860
135462,2,2,3,3,64,843861
30625,2,1,2,2,46,843862
13317,2,1,2,2,22,843863
329102,1,1,0,0,33,843864
72064,2,1,0,0,33,843865
245259,1,1,2,2,45,843866
354006,1,0,3,3,23,843867
71410,1,1,3,3,54,843868
79231,1,1,0,0,49,843869
71798,1,1,0,0,60,843870
48731,2,1,2,2,22,843871
383032,1,1,0,0,61,843872
244194,1,1,3,3,22,843873
197683,1,1,2,2,46,843874
197683,1,1,3,3,49,843875
23853,1,1,2,2,70,843876
29457,1,1,2,2,25,843877
135951,1,1,2,2,71,843878
32852,1,1,2,2,22,843879
231534,2,1,2,2,48,843880
27226,1,1,0,0,44,843881
27226,1,1,0,0,50,843882
264008,1,1,3,3,76,843883
95881,2,1,2,2,22,843884
455839,1,1,2,2,53,843885
169254,1,1,0,0,57,843886
237964,2,1,3,3,64,843887
164710,2,1,3,3,75,843888
164710,1,1,3,3,66,843889
18629,1,1,1,1,22,843890
287111,1,1,0,0,39,843891
264468,2,1,0,0,62,843892
362729,1,1,3,3,25,843893
455821,0,0,3,3,39,843894
27046,2,1,0,0,55,843895
416677,2,1,0,0,25,843896
340276,1,1,2,2,39,843897
120063,1,1,2,2,58,843898
383032,2,1,2,2,63,843899
236856,1,1,0,0,23,843900
85374,1,1,3,3,30,843901
74096,1,1,3,3,24,843902
99189,1,1,2,2,68,843903
363609,1,1,3,3,29,843904
196611,2,2,2,2,51,843905
249698,2,2,3,3,23,843906
75094,2,1,3,3,36,843907
351384,1,1,3,3,30,843908
151368,1,1,2,2,42,843909
104202,1,1,0,0,51,843910
171812,2,2,3,3,28,843911
446654,1,1,3,3,25,843912
121178,1,1,0,0,22,843913
18666,2,1,3,3,55,843914
158450,1,1,2,2,62,843915
107162,2,1,2,2,22,843916
89183,2,1,3,3,22,843917
239572,1,1,2,2,56,843918
99823,1,1,3,3,25,843919
51690,2,1,0,0,65,843920
296393,1,1,0,0,44,843921
11081,1,1,2,2,49,843922
20003,1,1,2,2,22,843923
383235,1,1,3,3,37,843924
384042,1,1,3,3,49,843925
409720,2,1,2,2,22,843926
34933,1,1,3,3,81,843927
371715,1,1,3,3,64,843928
268814,1,1,2,2,69,843929
171873,2,2,3,3,22,843930
346513,1,1,3,3,49,843931
203878,1,1,2,2,22,843932
39761,1,1,3,3,22,843933
97831,2,2,3,3,69,843934
163921,1,1,3,3,23,843935
19269,1,1,0,0,24,843936
303694,1,1,0,0,23,843937
246319,2,2,0,0,57,843938
268814,1,1,2,2,73,843939
144967,2,2,3,3,28,843940
68271,2,2,0,0,25,843941
83213,2,2,0,0,70,843942
83213,2,2,0,0,70,843943
378780,1,1,2,2,49,843944
92702,1,1,0,0,27,843945
318128,1,1,3,3,63,843946
39124,2,2,0,0,68,843947
452169,2,1,0,0,77,843948
72403,1,1,0,0,23,843949
130597,1,1,0,0,34,843950
130491,1,1,3,3,59,843951
134229,2,1,0,0,34,843952
425907,1,1,3,3,22,843953
354811,1,1,0,0,23,843954
463057,1,1,2,2,22,843955
101157,1,1,2,2,60,843956
101157,1,1,2,2,60,843957
7402,1,1,2,2,50,843958
57598,1,1,2,2,44,843959
358962,1,1,2,2,22,843960
298511,2,2,0,0,33,843961
422069,2,1,2,2,22,843962
261791,2,1,3,3,48,843963
169182,1,1,3,3,41,843964
191967,2,2,0,0,47,843965
101068,2,2,3,3,23,843966
296667,1,1,0,0,27,843967
38993,2,2,3,3,28,843968
20952,1,1,3,3,52,843969
81622,1,1,3,3,25,843970
22670,2,1,0,0,55,843971
180385,1,1,3,3,37,843972
87616,2,1,2,2,27,843973
16150,2,2,0,0,72,843974
83800,1,1,2,2,46,843975
205105,1,1,0,0,94,843976
115608,1,1,2,2,43,843977
115608,1,1,2,2,37,843978
85660,2,1,3,3,42,843979
226654,1,1,3,3,46,843980
6067,2,2,0,0,22,843981
19161,1,1,2,2,33,843982
257029,2,2,0,0,60,843983
388507,2,2,3,3,23,843984
145615,1,1,0,0,90,843985
176390,1,1,2,2,22,843986
118427,2,2,0,0,32,843987
70781,1,1,0,0,44,843988
70781,1,1,3,3,22,843989
159837,2,2,3,3,22,843990
9042,2,2,3,3,22,843991
23857,1,1,2,2,23,843992
52697,2,2,2,2,24,843993
64426,2,2,2,2,24,843994
145615,2,1,2,2,83,843995
364848,2,2,3,3,41,843996
444433,2,2,0,0,48,843997
257205,2,1,3,3,55,843998
156352,1,1,0,0,24,843999
29606,1,1,3,3,43,844000
230229,2,2,3,3,24,844001
48493,2,1,3,3,24,844002
80215,2,2,3,3,48,844003
300731,1,1,3,3,64,844004
446262,1,1,2,2,40,844005
95688,2,2,3,3,40,844006
19817,1,1,2,2,22,844007
84478,1,1,0,0,57,844008
281294,2,2,0,0,76,844009
57598,1,1,2,2,59,844010
57598,2,1,3,3,24,844011
205513,1,1,0,0,22,844012
78629,2,1,3,3,76,844013
142197,1,1,2,2,34,844014
12248,2,1,3,3,62,844015
64412,2,1,3,3,39,844016
144932,1,1,2,2,26,844017
128251,1,1,0,0,53,844018
87850,1,1,2,2,64,844019
75061,2,1,3,3,22,844020
262299,2,1,0,0,26,844021
39865,1,1,0,0,88,844022
113026,2,1,2,2,59,844023
248489,2,1,0,0,34,844024
58551,2,1,0,0,57,844025
119813,2,2,2,2,22,844026
373385,1,1,2,2,59,844027
411534,1,1,0,0,22,844028
38758,2,2,2,2,23,844029
23047,1,1,2,2,27,844030
387823,2,1,3,3,22,844031
58551,0,0,3,3,22,844032
39865,2,1,0,0,59,844033
97706,2,1,0,0,62,844034
154192,2,1,3,3,46,844035
64875,2,2,2,2,58,844036
124979,2,2,3,3,22,844037
410309,2,2,3,3,29,844038
163042,2,2,3,3,47,844039
40854,2,2,0,0,30,844040
168856,2,2,3,3,34,844041
142237,1,1,3,3,35,844042
192845,1,1,2,2,48,844043
297668,2,2,3,3,41,844044
143669,2,2,0,0,35,844045
168837,2,2,3,3,29,844046
123000,2,2,3,3,56,844047
30968,2,2,0,0,30,844048
124769,2,2,2,2,23,844049
275295,2,2,0,0,34,844050
16233,2,2,3,3,32,844051
168206,2,2,2,2,32,844052
451400,2,2,2,2,41,844053
128298,1,1,2,2,30,844054
44129,1,1,2,2,26,844055
50125,2,1,2,2,22,844056
107266,1,1,0,0,50,844057
96732,1,1,3,3,50,844058
32805,1,1,0,0,22,844059
55464,1,1,2,2,68,844060
303041,1,1,3,3,40,844061
45863,1,1,0,0,40,844062
154968,2,1,0,0,49,844063
278970,1,1,3,3,24,844064
51700,1,1,2,2,41,844065
144978,2,2,2,2,23,844066
19760,2,1,3,3,36,844067
239000,1,1,3,3,28,844068
337941,2,1,2,2,23,844069
55464,1,1,2,2,66,844070
13609,1,0,0,0,33,844071
435301,1,1,3,3,41,844072
59309,0,0,3,3,26,844073
105754,1,1,3,3,34,844074
261815,1,1,3,3,35,844075
140679,2,1,0,0,22,844076
360045,1,1,2,2,41,844077
411319,0,0,0,0,46,844078
357614,1,1,0,0,27,844079
119767,2,2,3,3,22,844080
167470,1,1,2,2,23,844081
43250,2,2,2,2,23,844082
261414,1,1,0,0,28,844083
12193,1,1,3,3,27,844084
431160,2,2,3,3,53,844085
41087,2,2,3,3,36,844086
278611,2,1,0,0,86,844087
452500,2,2,0,0,22,844088
143481,1,1,0,0,37,844089
296307,1,1,0,0,27,844090
41526,2,2,0,0,52,844091
26653,2,2,0,0,37,844092
134154,1,1,0,0,53,844093
12042,0,0,2,2,33,844094
93438,1,1,3,3,48,844095
144646,1,1,0,0,37,844096
218253,1,1,0,0,94,844097
40034,2,2,0,0,26,844098
10959,2,2,0,0,43,844099
62724,1,1,3,3,32,844100
369753,1,1,2,2,64,844101
459846,2,2,3,3,23,844102
430923,2,2,2,2,80,844103
191134,1,1,3,3,28,844104
198554,2,1,2,2,37,844105
387126,1,1,3,3,33,844106
55668,1,1,0,0,24,844107
231534,1,1,3,3,62,844108
100473,1,1,3,3,43,844109
432044,2,2,2,2,57,844110
104901,1,1,0,0,25,844111
233882,1,1,3,3,73,844112
219341,1,1,2,2,88,844113
46074,2,1,3,3,25,844114
196998,2,2,0,0,38,844115
397323,1,1,3,3,22,844116
300854,2,1,2,2,54,844117
249419,2,1,3,3,36,844118
55825,2,1,3,3,23,844119
432568,1,1,3,3,26,844120
99485,1,1,3,3,55,844121
134852,1,1,3,3,49,844122
8433,1,1,3,3,22,844123
27952,1,1,3,3,22,844124
62414,2,1,3,3,25,844125
307087,1,1,3,3,46,844126
307087,2,2,0,0,47,844127
11686,2,2,3,3,61,844128
215885,2,1,0,0,82,844129
213858,1,1,0,0,58,844130
383910,1,1,0,0,30,844131
25146,1,1,0,0,23,844132
211542,2,1,3,3,44,844133
58492,1,1,0,0,29,844134
46795,2,1,2,2,34,844135
100479,2,1,3,3,58,844136
450732,2,1,2,2,65,844137
85285,2,1,0,0,25,844138
56097,1,1,0,0,31,844139
110018,1,1,3,3,34,844140
61928,1,1,0,0,58,844141
22667,1,1,2,2,27,844142
455757,1,1,0,0,84,844143
104362,1,1,2,2,88,844144
329046,2,1,2,2,28,844145
184807,2,2,2,2,27,844146
237585,1,1,3,3,47,844147
155889,2,1,3,3,29,844148
118254,2,1,0,0,27,844149
168116,1,1,3,3,34,844150
243189,1,1,2,2,33,844151
64146,2,1,3,3,40,844152
193205,1,1,3,3,22,844153
142083,1,1,0,0,24,844154
153528,2,1,0,0,33,844155
109139,2,1,3,3,59,844156
66677,1,1,3,3,23,844157
422052,1,1,0,0,36,844158
461865,2,1,0,0,80,844159
69812,1,1,2,2,59,844160
101109,1,1,3,3,29,844161
229995,2,2,3,3,46,844162
176976,1,1,3,3,39,844163
431548,1,1,2,2,49,844164
143057,1,1,2,2,41,844165
33048,2,2,2,2,24,844166
174900,1,1,3,3,56,844167
7030,1,1,3,3,60,844168
264002,1,1,3,3,40,844169
427887,1,1,2,2,32,844170
412777,2,1,3,3,61,844171
45823,2,1,0,0,36,844172
305930,2,2,2,2,22,844173
32687,2,2,3,3,24,844174
69769,2,1,3,3,66,844175
291109,1,1,3,3,30,844176
87502,2,2,3,3,28,844177
98887,2,2,3,3,37,844178
229995,2,2,3,3,46,844179
134230,1,1,3,3,59,844180
248208,1,1,2,2,54,844181
48485,2,1,3,3,52,844182
169368,2,1,0,0,32,844183
27992,2,1,3,3,30,844184
115073,1,1,3,3,39,844185
300634,2,2,3,3,70,844186
56954,2,2,0,0,47,844187
461739,2,1,2,2,51,844188
138041,2,2,2,2,38,844189
422052,1,1,0,0,34,844190
16583,2,1,2,2,57,844191
412777,2,1,0,0,61,844192
241311,1,1,3,3,24,844193
157963,1,1,3,3,37,844194
143087,2,1,3,3,26,844195
33042,1,1,0,0,50,844196
18784,1,1,3,3,32,844197
11951,2,1,2,2,29,844198
255495,1,1,3,3,49,844199
27004,2,2,0,0,50,844200
315063,2,1,2,2,42,844201
301583,1,1,3,3,22,844202
265864,2,2,0,0,52,844203
245324,2,2,0,0,69,844204
371714,2,1,3,3,64,844205
27046,1,1,3,3,54,844206
265592,2,2,0,0,80,844207
161246,2,2,3,3,33,844208
84244,1,1,3,3,45,844209
73095,2,2,0,0,64,844210
82629,2,1,0,0,42,844211
105753,2,2,2,2,22,844212
157964,1,1,3,3,33,844213
55655,1,1,3,3,28,844214
266743,1,1,3,3,44,844215
373110,1,1,3,3,22,844216
358265,1,1,3,3,38,844217
42345,1,1,0,0,51,844218
306660,1,1,3,3,23,844219
205030,2,1,0,0,32,844220
442350,1,1,0,0,64,844221
20116,1,1,2,2,73,844222
61388,1,1,3,3,35,844223
175713,1,1,3,3,33,844224
61649,2,1,0,0,44,844225
32138,1,1,3,3,22,844226
74974,1,1,3,3,69,844227
238188,2,1,0,0,40,844228
75518,1,1,2,2,22,844229
30669,1,1,2,2,44,844230
66555,1,1,2,2,72,844231
289700,1,1,2,2,23,844232
204137,1,1,3,3,36,844233
219469,2,2,3,3,23,844234
134806,2,1,0,0,82,844235
93914,2,1,2,2,28,844236
299056,2,2,0,0,22,844237
256747,1,1,0,0,22,844238
363582,1,1,2,2,22,844239
361305,1,1,3,3,47,844240
253453,2,1,0,0,36,844241
38915,1,1,3,3,54,844242
144817,1,1,2,2,43,844243
88425,1,1,3,3,29,844244
98282,2,1,3,3,46,844245
152888,2,1,2,2,29,844246
100479,1,1,0,0,64,844247
142843,1,1,3,3,36,844248
7030,1,1,2,2,39,844249
371700,1,1,2,2,44,844250
167774,1,1,3,3,26,844251
55975,1,1,3,3,25,844252
328441,1,1,3,3,31,844253
134215,1,1,2,2,70,844254
447859,2,1,2,2,23,844255
435068,2,1,3,3,47,844256
395211,1,1,2,2,33,844257
85276,1,1,0,0,29,844258
188675,2,1,0,0,33,844259
154663,1,1,3,3,35,844260
354048,2,1,3,3,48,844261
252635,2,1,3,3,55,844262
299074,2,2,0,0,27,844263
92535,2,2,0,0,27,844264
115786,2,2,0,0,25,844265
155807,2,2,3,3,51,844266
299073,2,2,0,0,24,844267
108234,1,1,0,0,51,844268
176582,2,2,2,2,63,844269
246038,1,1,2,2,31,844270
345607,1,1,3,3,24,844271
364807,1,1,3,3,59,844272
23039,2,1,2,2,66,844273
239727,1,1,2,2,32,844274
238188,1,1,3,3,38,844275
131748,2,1,3,3,55,844276
198449,2,2,2,2,63,844277
279217,1,1,2,2,40,844278
161961,2,2,3,3,48,844279
131748,2,2,3,3,23,844280
159731,2,2,3,3,67,844281
391682,2,2,3,3,28,844282
220419,2,2,0,0,28,844283
300073,2,2,3,3,22,844284
101109,2,2,3,3,26,844285
33176,2,2,0,0,25,844286
33176,2,2,0,0,24,844287
155062,2,2,0,0,51,844288
168372,2,2,3,3,56,844289
250069,2,2,2,2,36,844290
196389,2,2,0,0,23,844291
181517,2,2,0,0,26,844292
94415,2,1,2,2,26,844293
184782,1,1,1,1,22,844294
279082,2,2,3,3,35,844295
25402,1,1,2,2,59,844296
219334,1,1,2,2,88,844297
261414,2,2,3,3,29,844298
24678,2,2,0,0,53,844299
221963,2,2,2,2,25,844300
170738,2,2,3,3,48,844301
109222,2,2,3,3,65,844302
54513,2,1,3,3,44,844303
357103,1,1,2,2,22,844304
23039,1,1,2,2,62,844305
218865,1,1,0,0,64,844306
265426,1,1,0,0,24,844307
143854,1,1,3,3,34,844308
125513,1,1,2,2,34,844309
350123,1,1,3,3,52,844310
172834,1,1,3,3,71,844311
85633,1,1,2,2,39,844312
327114,2,1,2,2,47,844313
466055,1,1,2,2,22,844314
151760,1,1,3,3,49,844315
175515,1,1,3,3,26,844316
180055,1,1,2,2,24,844317
52101,1,1,3,3,42,844318
168769,2,2,2,2,43,844319
142983,2,1,2,2,24,844320
61977,2,1,0,0,35,844321
315889,1,1,3,3,51,844322
361262,1,1,0,0,35,844323
142320,1,1,2,2,76,844324
193654,1,1,2,2,45,844325
200999,1,1,0,0,22,844326
34742,1,1,2,2,68,844327
240857,1,1,3,3,53,844328
464254,1,1,2,2,69,844329
205916,1,1,2,2,39,844330
345278,2,2,3,3,26,844331
83671,1,1,3,3,53,844332
405022,1,1,2,2,49,844333
142320,2,1,2,2,78,844334
179697,1,1,3,3,26,844335
87688,1,1,3,3,63,844336
65697,1,1,3,3,26,844337
34942,1,1,3,3,22,844338
11155,1,1,3,3,23,844339
66790,2,2,3,3,42,844340
135212,2,2,3,3,27,844341
244616,1,1,0,0,51,844342
387406,1,1,3,3,47,844343
44486,1,1,2,2,23,844344
412588,2,2,2,2,26,844345
300805,2,1,0,0,67,844346
20927,2,2,0,0,59,844347
157684,1,1,2,2,28,844348
370411,2,2,0,0,66,844349
123161,2,1,0,0,69,844350
63024,1,1,3,3,61,844351
271238,1,1,0,0,26,844352
271238,1,1,0,0,59,844353
271238,1,1,3,3,69,844354
452394,2,1,2,2,70,844355
217632,2,1,3,3,29,844356
342167,1,1,2,2,28,844357
347417,1,1,3,3,40,844358
440681,1,1,3,3,30,844359
261406,1,1,2,2,27,844360
7955,1,1,3,3,22,844361
64785,2,1,3,3,41,844362
204116,1,1,3,3,28,844363
64785,1,1,2,2,46,844364
57651,2,1,2,2,77,844365
267128,2,1,2,2,55,844366
271189,1,1,0,0,29,844367
52156,2,2,3,3,43,844368
16719,2,2,2,2,65,844369
16719,2,2,2,2,66,844370
57541,1,1,2,2,51,844371
194247,2,2,3,3,23,844372
204900,1,1,3,3,32,844373
303706,2,1,3,3,43,844374
125513,1,1,2,2,65,844375
15327,1,1,0,0,71,844376
241120,1,1,3,3,32,844377
291046,1,1,0,0,79,844378
112358,2,1,2,2,27,844379
112247,2,1,0,0,25,844380
116186,2,1,3,3,38,844381
116186,1,1,3,3,43,844382
68100,2,1,3,3,22,844383
196183,1,1,3,3,57,844384
207762,1,1,0,0,68,844385
196183,2,1,3,3,22,844386
250694,1,1,2,2,49,844387
58075,2,2,3,3,26,844388
291046,1,1,0,0,76,844389
160237,2,1,2,2,81,844390
347475,2,2,0,0,27,844391
243123,1,1,2,2,33,844392
62405,1,1,1,1,29,844393
215994,1,1,0,0,39,844394
48544,1,1,3,3,40,844395
147633,1,1,3,3,42,844396
289475,2,1,3,3,28,844397
109139,1,1,3,3,22,844398
75389,2,1,2,2,44,844399
38504,2,1,0,0,48,844400
17289,1,1,3,3,69,844401
450785,1,1,2,2,65,844402
455093,1,1,3,3,59,844403
162756,1,1,0,0,57,844404
58985,2,1,3,3,44,844405
236860,0,0,2,2,24,844406
64138,1,1,2,2,22,844407
423538,2,2,3,3,22,844408
257483,2,2,2,2,53,844409
13762,1,1,0,0,53,844410
171555,1,1,2,2,36,844411
32115,2,1,0,0,60,844412
174033,2,2,0,0,35,844413
383597,2,2,3,3,46,844414
107338,2,2,3,3,64,844415
8728,2,2,3,3,35,844416
12186,2,2,3,3,24,844417
179176,2,2,3,3,52,844418
249698,2,2,3,3,25,844419
179944,2,2,0,0,23,844420
246138,1,1,2,2,41,844421
25826,2,2,2,2,59,844422
39667,2,1,3,3,33,844423
84508,1,1,2,2,45,844424
39667,2,1,2,2,34,844425
465756,2,2,2,2,64,844426
465756,2,2,2,2,60,844427
148143,1,1,0,0,34,844428
263327,2,1,3,3,83,844429
300122,1,1,3,3,22,844430
257012,1,1,0,0,23,844431
302471,2,2,0,0,22,844432
268880,2,2,3,3,23,844433
264443,1,1,3,3,23,844434
78072,1,1,3,3,23,844435
261406,1,1,2,2,28,844436
35017,2,1,0,0,22,844437
89268,2,1,3,3,23,844438
263327,2,1,3,3,81,844439
276286,1,1,0,0,59,844440
327611,1,1,2,2,23,844441
71850,2,1,3,3,49,844442
146787,2,1,3,3,50,844443
57608,1,1,2,2,24,844444
253451,2,2,3,3,45,844445
283725,1,1,2,2,23,844446
456681,1,1,3,3,22,844447
326033,2,1,0,0,33,844448
453561,1,1,3,3,34,844449
54179,2,1,0,0,74,844450
256887,2,1,3,3,31,844451
105562,2,1,3,3,52,844452
22363,2,1,3,3,48,844453
175816,1,1,2,2,23,844454
453378,1,1,0,0,54,844455
154765,2,1,0,0,44,844456
197110,2,2,0,0,26,844457
156300,1,1,1,1,38,844458
87735,2,1,2,2,35,844459
54179,1,1,0,0,76,844460
241073,1,1,3,3,24,844461
275063,1,1,0,0,59,844462
27004,2,2,3,3,30,844463
273911,2,2,2,2,65,844464
244081,2,2,2,2,42,844465
163830,1,1,3,3,27,844466
162907,1,1,2,2,46,844467
34531,1,1,3,3,84,844468
85329,1,1,3,3,85,844469
349748,1,1,2,2,49,844470
168769,1,1,3,3,26,844471
349748,2,1,0,0,51,844472
22835,1,1,0,0,35,844473
350123,1,1,3,3,59,844474
199898,2,1,2,2,45,844475
177088,2,2,2,2,22,844476
443978,1,1,2,2,25,844477
57651,1,1,2,2,87,844478
45752,1,1,2,2,50,844479
282512,2,2,2,2,22,844480
45549,2,2,3,3,22,844481
115144,2,2,2,2,88,844482
287244,2,1,3,3,40,844483
245441,2,2,3,3,52,844484
282512,1,1,2,2,53,844485
216421,2,2,2,2,43,844486
317204,1,1,0,0,74,844487
303010,1,1,2,2,28,844488
28077,2,2,0,0,37,844489
259296,1,1,2,2,44,844490
24581,1,1,3,3,64,844491
57180,2,1,0,0,39,844492
250679,2,1,0,0,36,844493
243364,1,1,3,3,33,844494
7330,2,1,3,3,37,844495
390633,1,1,0,0,59,844496
364057,1,1,2,2,35,844497
354276,2,2,0,0,27,844498
11948,2,1,2,2,65,844499
107026,0,0,2,2,46,844500
250375,2,2,0,0,48,844501
58649,2,2,0,0,43,844502
196030,2,1,3,3,33,844503
59019,1,1,2,2,44,844504
21775,1,1,2,2,32,844505
213623,2,1,2,2,34,844506
435233,1,1,3,3,44,844507
173159,1,1,3,3,28,844508
205543,2,2,3,3,22,844509
226693,1,1,2,2,46,844510
45890,1,1,0,0,44,844511
45685,2,2,3,3,30,844512
218901,1,1,2,2,78,844513
134225,2,2,0,0,33,844514
274365,1,1,0,0,48,844515
452797,2,2,3,3,26,844516
