E,F,G,H,I,J,K
363536,1,1,0,0,55,1
100011,1,1,0,0,76,1
465824,1,1,0,0,86,1
374569,1,1,0,0,87,1
209263,2,2,0,0,46,2
64666,2,1,0,0,63,2
461341,1,1,0,0,58,1
463788,1,1,0,0,50,1
465824,1,1,0,0,51,1
374569,1,1,0,0,83,1
374569,1,1,0,0,54,1
447409,2,1,0,0,66,2
441557,2,1,0,0,46,2
268943,1,1,0,0,64,1
242762,1,1,3,3,72,1
98515,1,1,0,0,74,1
51012,1,1,0,0,91,1
463831,1,1,0,0,83,1
214877,1,1,0,0,60,1
89611,2,1,0,0,73,2
160106,1,1,0,0,64,1
191009,2,1,0,0,62,2
191009,2,1,0,0,63,2
331911,1,1,0,0,62,1
107505,1,1,0,0,89,1
445528,2,1,0,0,56,2
335143,1,1,0,0,69,1
290369,2,1,0,0,68,2
445528,2,1,0,0,63,2
290369,1,1,0,0,67,1
424708,2,1,0,0,100,2
198486,2,1,0,0,52,2
340625,1,1,0,0,76,1
323526,1,1,0,0,58,1
433643,1,1,0,0,54,1
433643,1,1,0,0,55,1
346398,1,1,0,0,71,1
1334,1,1,0,0,83,1
343849,2,1,0,0,64,2
170312,2,1,0,0,62,2
130410,2,1,0,0,58,2
156642,1,1,0,0,58,1
103828,2,1,2,2,98,2
372241,1,1,0,0,68,1
378148,1,1,0,0,77,1
435599,1,1,0,0,71,1
445658,1,1,0,0,79,1
183692,1,1,0,0,59,1
439666,1,1,0,0,93,1
440567,2,1,0,0,62,2
172418,2,1,0,0,65,2
137891,1,1,0,0,59,1
172418,1,1,0,0,63,1
437522,2,1,0,0,60,2
346398,1,1,0,0,48,1
374741,1,1,0,0,90,1
130410,2,1,0,0,88,2
315241,1,1,0,0,56,1
435123,1,1,0,0,83,1
464532,2,1,0,0,63,2
440567,1,1,0,0,61,1
23481,2,1,0,0,53,2
130410,1,1,0,0,67,1
346398,1,1,0,0,74,1
435599,1,1,0,0,87,1
301268,2,1,0,0,57,2
370340,1,1,0,0,57,1
325434,1,1,0,0,66,1
292953,1,1,0,0,77,1
329790,2,1,0,0,82,2
292953,1,1,0,0,91,1
292953,1,1,0,0,57,1
86411,1,1,0,0,64,1
229966,1,1,0,0,84,1
10649,1,1,0,0,58,1
201868,1,1,0,0,55,1
400163,1,1,0,0,54,1
107652,1,1,0,0,76,1
201868,1,1,0,0,58,1
426762,2,1,2,2,73,2
20410,1,1,0,0,58,1
221696,2,1,0,0,52,2
458916,1,1,2,2,70,1
347731,1,1,0,0,73,1
362191,1,1,0,0,75,1
362191,1,1,0,0,71,1
59663,1,1,2,3,47,1
360364,1,1,0,0,82,1
376133,2,1,0,0,94,2
34145,2,1,0,0,75,2
138502,1,1,0,0,88,1
34145,2,1,0,0,77,2
138502,2,1,0,0,86,2
397076,1,1,0,0,76,1
428483,2,1,0,0,49,2
208150,2,1,0,0,81,2
122752,1,1,0,0,87,1
116955,2,1,0,0,58,2
126178,1,1,0,0,77,1
176007,2,1,0,0,61,2
176007,1,1,0,0,60,1
116955,1,1,0,0,56,1
440062,1,1,0,0,77,1
135299,1,1,2,2,53,1
420563,1,1,0,0,50,1
420563,1,1,0,0,83,1
460756,2,1,0,0,52,2
54930,2,1,0,0,82,2
465991,1,1,3,3,66,1
465991,1,1,0,0,62,1
59409,1,1,0,0,87,1
20825,1,1,0,0,55,1
20825,1,1,0,0,56,1
289382,2,1,0,0,71,2
267891,1,1,0,0,67,1
267891,1,1,0,0,47,1
38791,1,1,0,0,58,1
279276,1,1,0,0,84,1
279292,1,1,0,0,62,1
279292,1,1,0,0,78,1
459727,1,1,0,0,98,1
459727,1,1,0,0,58,1
320505,1,1,0,0,64,1
31813,1,1,0,0,82,1
173664,2,1,0,0,69,2
31813,1,1,0,0,86,1
48725,2,1,0,0,52,2
173664,2,1,0,0,73,2
111966,1,1,0,0,59,1
320458,1,1,0,0,56,1
193983,2,1,1,2,65,2
766,1,1,0,0,53,1
450140,2,1,0,0,80,2
450140,2,1,0,0,76,2
427435,1,1,0,0,73,1
456663,1,1,0,0,62,1
11355,2,1,0,0,112,2
376132,1,1,0,0,80,1
111610,1,1,0,0,85,1
232210,2,1,0,0,51,2
20834,2,1,0,0,64,2
49645,2,1,0,0,62,2
232210,1,1,0,0,53,1
164709,1,1,0,0,61,1
164709,1,1,0,0,61,1
57983,1,1,0,0,87,1
440795,1,1,0,0,55,1
440795,1,1,0,0,54,1
302731,1,1,0,0,49,1
373367,2,1,0,0,54,2
438308,1,1,0,0,58,1
87629,1,1,0,0,56,1
438308,2,1,0,0,59,2
21402,1,1,0,0,60,1
24024,1,1,0,0,69,1
24024,1,1,0,0,67,1
42882,1,1,0,0,46,1
42882,2,1,0,0,86,2
461056,2,1,0,0,73,2
458412,1,1,0,0,47,1
461056,1,1,0,0,82,1
464908,1,1,0,0,49,1
224249,1,1,0,0,86,1
56325,1,1,0,0,70,1
117641,2,1,0,0,67,2
458105,1,1,0,0,70,1
42583,2,1,0,0,86,2
458105,2,1,0,0,77,2
212882,1,1,0,0,54,1
56325,1,1,0,0,71,1
122299,1,1,0,0,59,1
417068,2,1,0,0,48,2
454687,1,1,0,0,57,1
355740,1,1,1,2,61,1
355740,2,1,2,2,61,2
277580,2,1,0,0,89,2
49141,1,1,0,0,90,1
277580,1,1,0,0,86,1
107076,1,1,0,0,68,1
55148,2,1,0,0,76,2
179640,1,1,0,0,65,1
107076,1,1,0,0,66,1
72848,1,1,0,0,84,1
266297,1,1,0,0,60,1
51219,2,1,0,0,89,2
51219,1,1,0,0,95,1
373,1,1,0,0,66,1
49298,2,1,0,0,55,2
12312,1,1,0,0,68,1
137962,1,1,0,0,67,1
370782,1,1,0,0,69,1
51018,1,1,0,0,86,1
54722,2,1,0,0,74,2
247700,1,1,0,0,74,1
247700,2,1,0,0,75,2
78858,2,1,0,0,65,2
372642,1,1,0,0,67,1
313297,1,1,0,0,71,1
213932,1,1,0,0,54,1
85527,1,1,3,3,76,1
253615,1,1,3,3,55,1
85527,1,1,3,3,79,1
213932,1,1,0,0,51,1
334241,1,1,0,0,93,1
58162,1,1,0,0,77,1
58162,2,1,0,0,83,2
287890,1,1,0,0,57,1
287890,2,1,0,0,60,2
327841,1,1,0,0,60,1
464883,2,1,0,0,72,2
405525,1,1,0,0,86,1
327427,2,1,0,0,59,2
326290,2,1,0,0,88,2
410778,2,1,0,0,55,2
326290,1,1,0,0,88,1
327427,1,1,0,0,51,1
410778,1,1,0,0,54,1
57924,1,1,0,0,56,1
416388,1,1,3,3,66,1
416388,1,1,0,0,64,1
328,1,1,0,0,64,1
38507,1,1,0,0,78,1
38507,1,1,0,0,86,1
265073,1,1,0,0,68,1
425970,2,1,0,0,67,2
425358,1,1,0,0,60,1
425358,1,1,0,0,59,1
463472,1,1,0,0,89,1
95883,1,1,0,0,88,1
376872,1,1,0,0,60,1
299915,1,1,0,0,58,1
422036,1,1,0,0,80,1
422036,2,1,0,0,80,2
276992,2,1,0,0,57,2
465082,2,2,0,0,78,2
18055,1,1,0,0,80,1
465082,2,1,0,0,80,2
14460,1,1,0,0,61,1
18055,1,1,0,0,80,1
465879,1,1,0,0,81,1
265065,1,1,0,0,57,1
23481,1,1,0,0,57,1
13727,1,1,0,0,56,1
143037,1,1,0,0,60,1
454884,2,1,0,0,59,2
454884,2,1,0,0,67,2
224782,1,1,0,0,62,1
242606,1,1,0,0,74,1
366035,1,1,0,0,75,1
135107,2,1,0,0,69,2
135107,1,1,0,0,101,1
55231,1,1,2,3,81,1
55231,1,1,0,0,80,1
327852,2,1,0,0,49,2
373525,1,1,0,0,89,1
373525,1,1,0,0,92,1
50438,2,1,3,3,54,2
50438,1,1,3,3,58,1
323603,2,1,0,0,70,2
296369,1,1,0,0,73,1
280607,2,2,0,0,49,2
296369,1,1,0,0,73,1
323603,1,1,0,0,70,1
438825,1,1,0,0,56,1
392392,1,1,0,0,58,1
455252,1,1,0,0,60,1
230075,2,1,0,0,63,2
139782,1,1,0,0,52,1
107088,2,1,0,0,63,2
177534,1,1,0,0,74,1
455389,2,1,0,0,75,2
455389,1,1,0,0,56,1
130466,1,1,0,0,55,1
447706,1,1,0,0,51,1
447706,1,1,0,0,51,1
447098,1,1,2,3,85,1
453935,1,1,0,0,64,1
338319,1,1,0,0,76,1
433346,2,1,2,2,54,2
223195,2,1,2,2,97,2
417932,1,1,0,0,57,1
45194,1,1,0,0,48,1
385322,2,1,0,0,53,2
453051,1,1,0,0,82,1
289382,2,1,0,0,69,2
453051,1,1,0,0,86,1
433346,2,1,2,2,55,2
417932,1,1,0,0,57,1
38791,2,1,0,0,81,2
38791,2,1,0,0,89,2
38791,1,1,3,3,53,1
465847,1,1,0,0,81,1
465847,1,1,0,0,89,1
465847,1,1,0,0,56,1
465847,1,1,0,0,51,1
173,2,1,0,0,86,2
315912,1,1,0,0,78,1
419654,1,1,0,0,93,1
294,2,1,0,0,67,2
111925,1,1,0,0,83,1
285803,1,1,0,0,50,1
174,1,1,0,0,87,1
289979,1,1,0,0,90,1
404141,2,1,0,0,68,2
404141,1,1,0,0,73,1
89758,1,1,0,0,49,1
319039,1,1,0,0,46,1
413208,1,1,0,0,55,1
59900,2,1,0,0,91,2
413208,1,1,0,0,83,1
122992,1,1,0,0,89,1
176110,2,1,0,0,66,2
176110,1,1,0,0,76,1
86421,2,1,0,0,82,2
447104,1,1,3,3,81,1
402977,1,1,0,0,92,1
58316,1,1,0,0,71,1
402977,1,1,0,0,93,1
402977,1,1,3,3,68,1
266297,1,1,0,0,55,1
62656,1,1,0,0,76,1
62656,1,1,0,0,70,1
322545,2,1,0,0,55,2
402024,2,1,0,0,79,2
67302,2,1,0,0,96,2
322545,1,1,0,0,52,1
402024,1,1,0,0,80,1
96026,1,1,0,0,95,1
199312,1,1,0,0,69,1
273029,2,1,0,0,59,2
197871,1,1,0,0,69,1
44727,1,1,0,0,58,1
44727,2,1,0,0,58,2
435636,2,1,0,0,79,2
211630,2,1,0,0,68,2
435636,1,1,0,0,76,1
206457,2,1,0,0,90,2
163796,1,1,0,0,56,1
211630,2,1,0,0,65,2
206457,1,1,0,0,92,1
81092,2,1,0,0,77,2
81092,2,1,0,0,82,2
356539,1,1,0,0,71,1
361454,1,1,0,0,62,1
126309,1,1,0,0,75,1
362646,1,1,0,0,57,1
417741,1,1,0,0,92,1
226573,1,1,0,0,56,1
229934,1,1,2,2,76,1
464317,1,1,1,2,51,1
229934,1,1,2,2,73,1
459676,2,1,0,0,79,2
440540,1,1,0,0,77,1
69370,1,1,2,2,68,1
69370,2,1,1,2,66,2
316071,1,1,2,2,59,1
316071,2,1,0,0,53,2
144975,1,1,0,0,90,1
183022,2,1,0,0,72,2
185259,1,1,0,0,83,1
126080,1,1,0,0,52,1
23250,2,1,0,0,58,2
23250,1,1,0,0,56,1
126080,1,1,0,0,50,1
276886,1,1,0,0,71,1
276886,1,1,0,0,70,1
324180,1,1,0,0,48,1
184066,1,1,2,2,73,1
184066,2,1,1,2,77,2
353718,2,2,0,0,73,2
313934,2,1,0,0,65,2
80445,1,1,0,0,85,1
69411,2,1,0,0,56,2
143940,1,1,0,0,55,1
358268,1,1,1,2,54,1
264504,1,1,0,0,60,1
264504,2,1,0,0,60,2
188216,2,1,0,0,88,2
274651,2,1,0,0,59,2
274651,1,1,0,0,64,1
390857,1,1,0,0,59,1
357530,2,1,0,0,53,2
390857,1,1,0,0,51,1
319455,1,1,2,2,66,1
332679,1,1,0,0,89,1
332679,1,1,0,0,56,1
357530,2,1,0,0,57,2
320175,1,1,0,0,54,1
332679,2,1,0,0,83,2
285687,1,1,2,2,60,1
288790,1,1,0,0,75,1
288790,1,1,0,0,73,1
230951,1,1,0,0,55,1
277850,1,1,0,0,66,1
88227,1,1,0,0,61,1
131990,2,1,0,0,54,2
337967,2,1,0,0,73,2
5823,2,1,0,0,65,2
57921,1,1,0,0,73,1
377924,2,1,0,0,96,2
73445,1,1,0,0,70,1
26586,1,1,0,0,67,1
84989,1,1,0,0,97,1
82289,1,1,0,0,70,1
57921,1,1,0,0,74,1
84988,1,1,0,0,97,1
82289,1,1,0,0,72,1
254602,2,1,0,0,64,2
26292,2,1,0,0,59,2
457738,1,1,0,0,88,1
87060,1,1,0,0,86,1
360364,1,1,0,0,79,1
17574,1,1,0,0,64,1
274704,1,1,0,0,47,1
75760,1,1,0,0,80,1
274704,1,1,1,2,69,1
75760,2,1,0,0,76,2
87060,2,1,0,0,81,2
274704,1,1,2,2,65,1
87060,1,1,0,0,75,1
75868,2,1,2,2,65,2
75868,2,1,1,2,67,2
78406,1,1,0,0,90,1
17693,1,1,0,0,89,1
17692,2,1,0,0,92,2
309727,1,1,0,0,84,1
9546,1,1,0,0,58,1
73681,1,1,2,2,86,1
446891,2,1,0,0,51,2
93087,1,1,0,0,76,1
93087,2,1,0,0,80,2
104497,1,1,0,0,53,1
62659,1,1,0,0,74,1
62659,2,1,0,0,50,2
140552,1,1,0,0,82,1
368340,2,2,0,0,50,2
464765,1,1,0,0,84,1
292454,1,1,0,0,87,1
83566,1,1,0,0,76,1
83566,1,1,0,0,75,1
389188,1,1,0,0,71,1
142221,1,1,0,0,67,1
413962,1,1,0,0,81,1
389188,2,1,0,0,71,2
413962,2,1,0,0,83,2
159275,1,1,2,3,66,1
309141,1,1,0,0,63,1
309141,1,1,0,0,66,1
221584,1,1,0,0,87,1
44727,1,1,0,0,89,1
44727,2,1,0,0,84,2
147030,1,1,0,0,77,1
226955,1,1,0,0,90,1
193573,1,1,0,0,53,1
87364,2,1,0,0,66,2
218875,1,1,0,0,65,1
185741,2,1,0,0,52,2
193573,2,1,0,0,50,2
226955,1,1,0,0,88,1
87364,1,1,0,0,65,1
98309,1,1,0,0,70,1
459833,2,1,0,0,46,2
411270,1,1,0,0,71,1
97651,2,1,0,0,94,2
411270,2,1,0,0,65,2
262026,2,1,2,2,65,2
262026,1,1,1,2,65,1
275706,2,1,0,0,70,2
275706,1,1,0,0,73,1
387043,1,1,0,0,70,1
176702,1,1,0,0,65,1
176702,2,1,0,0,68,2
267139,1,1,0,0,92,1
781,1,1,0,0,76,1
58272,1,1,0,0,92,1
139249,2,1,0,0,82,2
106250,1,1,0,0,62,1
277850,1,1,0,0,58,1
53231,1,1,0,0,95,1
132402,1,1,0,0,74,1
172220,1,1,0,0,60,1
176931,2,1,0,0,89,2
139117,1,1,0,0,76,1
172220,1,1,0,0,59,1
139117,1,1,0,0,75,1
212143,1,1,0,0,98,1
212143,1,1,0,0,94,1
200573,2,1,3,3,61,2
200573,1,1,0,0,60,1
231049,1,1,0,0,59,1
231049,1,1,0,0,60,1
182738,1,1,0,0,62,1
69530,1,1,0,0,89,1
182738,1,1,0,0,62,1
69530,1,1,0,0,101,1
58349,2,1,0,0,91,2
63643,1,1,2,2,54,1
450270,1,1,0,0,57,1
67473,1,1,0,0,75,1
72288,2,1,0,0,68,2
72288,2,1,0,0,65,2
216598,1,1,0,0,54,1
67473,2,1,0,0,76,2
118476,1,1,2,2,49,1
151995,2,1,0,0,58,2
247214,1,1,0,0,79,1
151995,1,1,0,0,60,1
247214,1,1,0,0,81,1
400769,1,1,2,2,81,1
445749,1,1,0,0,79,1
212890,1,1,0,0,66,1
212890,2,1,0,0,66,2
375889,2,1,0,0,64,2
375889,1,1,0,0,59,1
309535,1,1,0,0,90,1
197618,1,1,0,0,74,1
200640,1,1,1,2,92,1
197618,2,1,0,0,67,2
198383,1,1,1,2,84,1
170723,2,1,0,0,82,2
170723,1,1,0,0,96,1
423970,2,1,0,0,89,2
326147,1,1,0,0,85,1
281676,1,1,0,0,60,1
251000,2,1,0,0,76,2
414586,2,1,0,0,72,2
56504,1,1,0,0,71,1
56504,2,1,0,0,67,2
452538,1,1,0,0,67,1
182785,1,1,2,2,65,1
182785,1,1,0,0,66,1
211270,1,1,0,0,70,1
186572,2,1,0,0,62,2
186572,2,1,0,0,61,2
191501,1,1,0,0,59,1
151608,1,1,0,0,80,1
151608,1,1,0,0,74,1
92439,1,1,1,2,70,1
239635,1,1,3,3,76,1
224355,1,1,2,2,77,1
224056,1,1,3,3,63,1
224355,2,1,2,2,72,2
231332,1,1,2,3,70,1
418464,1,1,0,0,85,1
291706,1,1,0,0,56,1
192059,1,1,0,0,70,1
442922,1,1,0,0,73,1
442922,2,1,0,0,71,2
96046,2,1,3,3,75,2
95749,1,1,0,0,84,1
292945,2,1,2,2,83,2
292945,1,1,0,0,71,1
75698,1,1,2,2,85,1
193984,1,1,0,0,62,1
158318,1,1,0,0,83,1
330754,1,1,0,0,85,1
320212,1,1,0,0,56,1
440506,2,1,0,0,69,2
310478,2,1,0,0,97,2
320212,1,1,0,0,59,1
226888,1,1,2,2,59,1
398649,1,1,0,0,63,1
313416,1,1,0,0,59,1
422879,1,1,0,0,70,1
422879,1,1,0,0,65,1
285240,1,1,2,2,72,1
285240,1,1,0,0,76,1
347921,1,1,0,0,68,1
136769,1,1,0,0,58,1
112753,1,1,0,0,90,1
420840,1,1,0,0,84,1
122127,2,1,2,3,62,2
111286,1,1,0,0,48,1
118308,1,1,0,0,69,1
68450,1,1,0,0,77,1
221074,1,1,0,0,52,1
68450,1,1,0,0,81,1
94587,1,1,1,2,61,1
94587,2,1,1,2,61,2
122127,1,1,2,3,64,1
1238,1,1,0,0,60,1
36180,1,1,0,0,101,1
47127,2,1,0,0,87,2
47127,1,1,0,0,93,1
364960,1,1,0,0,102,1
458032,1,1,0,0,57,1
252555,1,1,0,0,62,1
69395,1,1,0,0,61,1
252555,1,1,0,0,60,1
357063,1,1,0,0,59,1
328280,1,1,0,0,56,1
328280,1,1,0,0,57,1
439686,2,1,0,0,65,2
132,1,1,0,0,55,1
455260,1,1,1,2,80,1
1238,2,1,2,2,94,2
389168,2,1,0,0,87,2
247908,1,1,0,0,79,1
283688,1,1,0,0,80,1
285447,1,1,0,0,48,1
283688,1,1,0,0,94,1
8955,1,1,0,0,81,1
78463,1,1,3,3,53,1
447317,1,1,0,0,93,1
124897,1,1,0,0,73,1
124897,1,1,0,0,52,1
124897,1,1,0,0,48,1
209093,2,1,0,0,66,2
439592,1,1,0,0,54,1
209093,1,1,0,0,62,1
322561,2,1,3,3,72,2
322561,1,1,2,3,76,1
185444,1,1,2,3,56,1
139873,1,1,0,0,82,1
79836,2,1,0,0,53,2
83700,1,1,0,0,60,1
209348,2,1,0,0,75,2
387558,2,1,0,0,72,2
387558,1,1,0,0,67,1
144235,1,1,0,0,76,1
144235,1,1,1,2,59,1
58030,1,1,0,0,73,1
23346,2,1,0,0,96,2
146830,1,1,1,2,72,1
370251,2,1,1,2,82,2
375336,1,1,3,3,53,1
374383,2,1,0,0,67,2
74298,1,1,3,3,84,1
368109,2,1,0,0,96,2
362117,1,1,0,0,53,1
59449,1,1,2,3,81,1
283505,1,1,0,0,77,1
214795,2,1,2,3,72,2
283505,2,1,0,0,77,2
195801,1,1,0,0,53,1
374383,1,1,0,0,65,1
59449,1,1,2,3,78,1
214795,2,2,3,3,67,2
362117,1,1,0,0,49,1
144717,2,1,0,0,48,2
10443,1,1,0,0,87,1
28969,2,1,0,0,104,2
20444,2,1,0,0,78,2
427959,1,1,0,0,86,1
216232,2,1,1,2,85,2
216232,1,1,1,2,86,1
466243,2,1,3,3,63,2
241770,1,1,0,0,60,1
236977,1,1,0,0,53,1
244789,1,1,0,0,78,1
269601,1,1,0,0,98,1
269601,2,1,0,0,88,2
244789,1,1,0,0,81,1
241770,1,1,0,0,86,1
1103,1,1,0,0,58,1
202290,1,1,1,2,75,1
202290,2,1,2,2,72,2
399303,1,1,0,0,69,1
168231,1,1,2,3,52,1
334864,1,1,2,2,53,1
96852,1,1,2,3,62,1
146096,1,1,2,3,61,1
452068,1,1,3,3,62,1
129254,1,1,0,0,54,1
70061,1,1,2,3,85,1
96852,1,1,3,3,59,1
146096,1,1,3,3,63,1
443200,1,1,2,3,57,1
443200,1,1,3,3,63,1
293711,1,1,3,3,65,1
179138,1,1,3,3,54,1
179138,1,1,3,3,60,1
437546,1,1,0,0,76,1
437546,2,1,0,0,75,2
368460,2,1,0,0,50,2
321846,2,1,0,0,72,2
321846,1,1,0,0,81,1
72279,2,1,0,0,59,2
107343,2,1,0,0,81,2
107343,1,1,0,0,86,1
310788,1,1,0,0,88,1
401562,1,1,0,0,78,1
51820,1,1,0,0,49,1
401562,1,1,0,0,85,1
269005,2,1,0,0,64,2
269005,1,1,0,0,69,1
303371,1,1,0,0,55,1
303371,1,1,0,0,55,1
212306,2,1,0,0,63,2
212306,1,1,0,0,66,1
227624,1,1,0,0,68,1
227624,1,1,0,0,68,1
438888,2,1,0,0,48,2
273687,1,1,0,0,73,1
273687,1,1,0,0,74,1
49678,2,1,2,2,51,2
147428,1,1,2,2,70,1
441460,2,1,0,0,85,2
147428,1,1,1,2,65,1
313712,1,1,0,0,60,1
313712,1,1,0,0,66,1
192511,1,1,0,0,102,1
192511,2,1,0,0,72,2
301380,1,1,0,0,97,1
301380,1,1,0,0,82,1
76724,2,1,1,2,65,2
419132,1,1,2,2,65,1
198305,1,1,0,0,81,1
419132,1,1,2,2,65,1
198305,1,1,0,0,76,1
451,1,1,0,0,77,1
451,1,1,0,0,70,1
71311,1,1,0,0,64,1
442187,2,1,0,0,63,2
45017,2,1,0,0,81,2
8469,1,1,0,0,56,1
45017,1,1,0,0,75,1
361036,1,1,0,0,68,1
292290,2,1,0,0,69,2
292290,2,1,0,0,66,2
69579,2,1,0,0,67,2
67236,2,1,0,0,67,2
67236,1,1,0,0,70,1
44515,1,1,0,0,84,1
136913,2,1,1,2,59,2
136913,1,1,0,0,73,1
136913,1,1,1,2,50,1
85359,1,1,0,0,89,1
290716,1,1,0,0,73,1
290716,1,1,0,0,71,1
204289,1,1,0,0,76,1
216611,2,1,0,0,79,2
326939,2,1,0,0,68,2
326939,1,1,0,0,67,1
453130,1,1,2,2,64,1
270596,1,1,3,3,92,1
401071,1,1,0,0,66,1
108345,1,1,0,0,68,1
108345,2,1,0,0,72,2
221743,2,2,3,3,74,2
320946,1,1,0,0,75,1
238044,1,1,0,0,69,1
279415,1,1,0,0,70,1
440370,1,1,0,0,55,1
440370,1,1,0,0,70,1
29271,2,1,0,0,73,2
29271,1,1,0,0,73,1
357214,1,1,0,0,89,1
357214,1,1,0,0,93,1
415322,2,2,3,3,75,2
132,2,1,0,0,63,2
54644,1,1,2,2,57,1
221581,1,1,0,0,53,1
17410,2,1,0,0,74,2
17410,1,1,0,0,73,1
443002,2,1,0,0,51,2
67953,2,1,0,0,63,2
192050,1,1,0,0,74,1
337904,1,1,0,0,71,1
46953,1,1,0,0,68,1
46953,1,1,0,0,63,1
316207,2,1,2,2,69,2
240470,1,1,0,0,84,1
214999,1,1,0,0,66,1
254,1,1,0,0,71,1
240470,1,1,0,0,95,1
214999,1,1,0,0,64,1
295837,1,1,0,0,50,1
114935,1,1,0,0,59,1
40634,2,2,0,0,48,2
258505,1,1,0,0,49,1
258505,1,1,0,0,53,1
69297,1,1,0,0,89,1
210880,1,1,0,0,57,1
293661,2,1,0,0,64,2
293661,1,1,0,0,61,1
182785,2,1,0,0,48,2
264320,2,1,0,0,62,2
280303,1,1,0,0,73,1
147614,2,1,0,0,66,2
277227,2,1,0,0,47,2
82924,2,1,0,0,75,2
82924,2,1,0,0,60,2
426324,1,1,1,2,67,1
426324,2,1,0,0,69,2
147614,2,1,0,0,68,2
436941,1,1,0,0,49,1
177466,1,1,0,0,69,1
177466,1,1,0,0,67,1
229727,2,1,2,2,59,2
229727,2,1,2,2,53,2
373065,1,1,2,2,73,1
28395,1,1,1,2,82,1
28395,1,1,0,0,81,1
289544,1,1,0,0,57,1
201701,1,1,3,3,57,1
201701,2,1,0,0,58,2
289544,1,1,0,0,57,1
345555,2,1,1,2,76,2
345555,1,1,0,0,68,1
350754,1,1,0,0,73,1
270596,1,1,0,0,76,1
129769,2,1,0,0,105,2
245584,1,1,0,0,49,1
147449,2,1,2,2,68,2
199661,1,1,0,0,70,1
54072,2,1,0,0,56,2
199661,2,1,0,0,70,2
428504,1,1,3,3,68,1
54072,2,1,0,0,61,2
442906,2,1,0,0,46,2
78172,1,1,0,0,67,1
355582,1,1,0,0,59,1
181699,1,1,1,2,78,1
181699,1,1,1,2,81,1
319738,2,1,0,0,78,2
237676,2,1,2,2,65,2
237676,2,1,2,2,69,2
259963,1,1,0,0,82,1
259963,1,1,0,0,49,1
362054,2,1,0,0,81,2
156805,1,1,2,2,49,1
181808,1,1,0,0,74,1
181808,2,1,0,0,69,2
139548,1,1,2,2,78,1
156805,1,1,0,0,49,1
455643,1,1,1,2,66,1
455643,1,1,2,2,61,1
190599,1,1,2,3,89,1
190599,1,1,3,3,88,1
395270,2,1,0,0,68,2
395270,1,1,0,0,74,1
215437,1,1,0,0,60,1
183904,1,1,0,0,77,1
183904,1,1,0,0,79,1
226919,1,1,0,0,87,1
212802,1,1,0,0,57,1
212802,1,1,0,0,60,1
226919,1,1,0,0,87,1
243938,2,1,0,0,89,2
231926,1,1,0,0,58,1
231926,1,1,0,0,57,1
135452,1,1,0,0,48,1
98519,1,1,0,0,50,1
248981,1,1,0,0,69,1
98519,1,1,0,0,56,1
193459,1,1,0,0,70,1
216327,2,1,0,0,56,2
177471,1,1,0,0,80,1
209081,2,1,0,0,71,2
177471,1,1,3,3,84,1
146830,1,1,1,2,51,1
216327,1,1,0,0,59,1
230734,1,1,2,2,57,1
283019,1,1,0,0,83,1
271859,1,1,0,0,62,1
271859,1,1,0,0,63,1
341231,1,1,0,0,71,1
276432,2,1,0,0,89,2
161081,1,1,2,2,74,1
207276,1,1,0,0,70,1
400674,2,1,0,0,51,2
292797,1,1,0,0,46,1
139811,2,1,0,0,67,2
466151,1,1,1,2,46,1
408693,1,1,3,3,55,1
139756,2,1,0,0,70,2
453058,2,1,0,0,68,2
453058,1,1,0,0,67,1
383391,1,1,1,2,52,1
383391,1,1,2,2,55,1
43107,1,1,0,0,79,1
43107,1,1,0,0,82,1
107165,2,1,0,0,81,2
291293,1,1,0,0,67,1
53899,1,1,0,0,72,1
265066,1,1,0,0,62,1
372188,1,1,0,0,55,1
159,1,1,0,0,95,1
432952,1,1,0,0,59,1
334498,1,1,0,0,48,1
56267,1,1,3,3,77,1
448131,1,1,2,2,68,1
207961,1,1,0,0,68,1
56267,1,1,2,3,75,1
448131,2,1,0,0,69,2
344390,1,1,0,0,57,1
334498,1,1,1,2,50,1
155545,1,1,0,0,47,1
156864,2,1,0,0,76,2
447145,2,2,0,0,66,2
373390,1,1,2,3,66,1
466148,1,1,0,0,65,1
373390,1,1,0,0,59,1
466148,1,1,0,0,67,1
280445,1,1,0,0,101,1
383391,1,1,0,0,78,1
381516,1,1,2,2,71,1
245110,1,1,0,0,47,1
390355,1,1,0,0,55,1
164572,1,1,2,3,56,1
164572,1,1,2,3,59,1
251746,1,1,0,0,87,1
431937,1,1,0,0,84,1
417674,1,1,0,0,73,1
431937,1,1,0,0,83,1
251746,2,1,0,0,91,2
255587,1,1,0,0,53,1
249845,1,1,0,0,81,1
464633,1,1,0,0,70,1
249845,1,1,0,0,52,1
76260,1,1,0,0,60,1
464633,1,1,0,0,71,1
249845,1,1,0,0,54,1
417674,1,1,0,0,74,1
147115,2,1,0,0,67,2
147115,2,1,0,0,63,2
318125,1,1,0,0,59,1
367384,2,1,0,0,76,2
367384,1,1,0,0,83,1
58860,1,1,0,0,72,1
107220,2,1,0,0,102,2
58860,1,1,0,0,79,1
442965,2,1,0,0,80,2
438060,1,1,0,0,99,1
238788,1,1,0,0,51,1
502,1,1,0,0,54,1
502,2,1,0,0,55,2
21029,2,1,0,0,76,2
21029,1,1,0,0,83,1
277182,2,1,0,0,59,2
277182,1,1,2,2,59,1
336831,1,1,2,2,89,1
